,Diện Tích,Giá,Triệu/m2,Số Phòng Ngủ,Số Nhà Vệ Sinh,Giá Đề Xuất,Giá Quận,Giá Đường
5328,106.1,10.3,97.1,3.0,2.0,179800.0,8.9,9.9
5329,45.0,8.5,188.9,5.0,2.0,127000.0,7.51,8.5
5334,62.0,1.85,29.8,4.0,4.0,45500.0,4.675000000000001,3.55
5340,121.0,7.34,60.7,3.0,3.0,72900.0,6.5,6.2
5343,60.0,6.5,108.3,7.0,7.0,55100.0,7.5,5.5
5350,78.0,5.6,71.8,5.0,5.0,145400.0,14.0,14.8
5362,90.0,9.6,106.7,4.0,4.0,64800.0,6.95,7.050000000000001
5366,110.0,23.99,218.1,3.0,3.0,307400.0,14.0,13.5
5369,45.0,1.8,40.0,1.0,1.0,39166.66666666666,5.2,3.7
5370,80.0,22.0,275.0,5.0,5.0,145800.0,8.9,18.5
5372,84.0,11.8,140.5,2.0,2.0,416000.0,14.0,13.75
5381,64.0,2.15,33.6,2.0,2.0,60800.0,4.65,4.945
5383,60.0,6.5,108.3,3.0,4.0,195000.0,4.4,6.3
5386,142.0,26.0,183.1,4.0,4.0,307400.0,14.0,13.5
5392,108.0,14.5,134.3,5.0,6.0,105300.0,6.7,7.5
5396,81.0,3.8,46.9,2.0,2.0,66200.0,7.5,3.6500000000000004
5399,99.0,8.0,80.8,3.0,2.0,196900.0,8.19,5.15
5401,73.0,4.99,68.4,2.0,2.0,52500.0,5.2,4.896000000000001
5403,138.0,18.5,134.1,3.0,2.0,295000.0,7.5,14.25
5414,63.6,5.5,86.5,3.0,2.0,151500.0,8.9,11.0
5420,81.4,3.15,38.7,2.0,2.0,120500.0,4.65,3.5
5421,84.6,4.48,53.0,8.0,8.0,81000.0,6.7,4.95
5422,71.0,3.7,52.1,2.0,2.0,132000.0,7.5,7.300000000000001
5423,29.3,2.99,102.0,2.0,2.0,111000.0,6.1,2.99
5424,52.0,2.15,41.3,4.0,4.0,59000.0,6.0,2.88
5430,70.0,5.0,71.4,2.0,2.0,174500.0,12.0,5.199999999999999
5433,56.0,3.85,68.8,2.0,2.0,251600.0,4.6,15.9
5434,333.0,55.0,165.2,4.0,5.0,42950.0,7.5,12.75
5438,66.3,3.29,49.6,2.0,1.0,72900.0,6.5,6.2
5442,118.0,3.8,32.2,3.0,2.0,85300.0,8.19,2.8899999999999997
5446,96.0,10.0,104.2,5.0,6.0,99200.0,8.19,10.0
5448,63.0,3.14,49.8,2.0,2.0,72900.0,6.5,6.2
5449,25.8,13.9,538.8,5.0,5.0,226800.0,8.35,6.7
5455,168.0,14.5,86.3,5.0,5.0,52500.0,5.2,4.896000000000001
5476,57.0,5.1,89.5,3.0,3.0,90700.0,6.5,6.5
5479,72.0,9.5,131.9,6.0,2.0,80200.0,6.0,6.25
5480,55.0,1.98,36.0,2.0,2.0,130400.0,4.4,4.39
5484,120.0,11.0,91.7,4.0,4.0,49800.0,2.6,2.85
5485,23.2,6.5,280.2,3.0,3.0,145800.0,6.7,15.5
5489,100.0,10.1,101.0,4.0,4.0,129600.0,6.5,6.8
5496,62.0,2.35,37.9,2.0,2.0,48600.0,6.95,6.395
5497,143.0,13.9,97.2,3.0,2.0,129600.0,6.7,6.4
5501,55.0,1.89,34.4,2.0,2.0,129600.0,6.1,3.695
5505,127.0,27.0,212.6,3.0,2.0,132000.0,7.5,7.300000000000001
5515,45.0,1.55,34.4,2.0,2.0,130400.0,4.7,7.35
5527,73.0,2.05,28.1,2.0,2.0,72900.0,4.7,4.75
5534,52.0,3.9,75.0,2.0,1.0,129600.0,6.7,6.4
5537,280.0,25.5,91.1,6.0,6.0,57000.0,5.2,6.85
5541,120.0,26.0,216.7,10.0,10.0,94000.0,6.5,7.7
5543,72.0,5.68,78.9,2.0,2.0,135700.0,6.7,4.25
5547,51.2,3.7,72.3,1.0,1.0,179800.0,8.9,9.9
5549,87.8,4.65,53.0,2.0,1.0,27000.0,4.65,5.5
5551,56.0,5.3,94.6,3.0,2.0,68000.0,8.9,5.3
5580,93.0,11.8,126.9,3.0,2.0,132000.0,7.5,8.100000000000001
5581,40.0,1.45,36.2,2.0,2.0,27500.0,4.65,3.4
5585,210.0,33.0,157.1,5.0,6.0,52500.0,5.2,4.896000000000001
5586,70.0,10.0,142.9,2.0,2.0,66200.0,7.5,34.0
5594,140.0,27.5,196.4,12.0,6.0,101300.0,6.0,6.6
5596,126.0,28.0,222.2,6.0,4.0,116600.0,6.0,18.8
5600,92.5,9.1,98.4,4.0,5.0,97200.0,6.7,9.25
5604,75.0,5.58,74.4,3.0,2.0,135700.0,6.7,4.25
5606,55.0,3.65,66.4,2.0,2.0,62000.0,4.65,4.65
5609,80.0,3.25,40.6,4.0,3.0,33200.0,4.7,3.25
5610,52.0,5.6,107.7,3.0,3.0,141800.0,8.9,8.3
5611,60.0,1.1,18.3,4.0,3.0,174500.0,12.0,5.199999999999999
5613,68.0,2.85,41.9,2.0,2.0,145800.0,6.7,15.5
5616,107.0,10.5,98.1,4.0,5.0,93150.0,6.7,7.5
5620,80.0,7.5,93.8,4.0,5.0,93150.0,6.7,7.5
5621,133.0,16.5,124.1,5.0,6.0,64800.0,6.95,7.050000000000001
5623,70.0,2.1,30.0,2.0,2.0,64800.0,6.95,7.050000000000001
5624,58.8,3.25,55.3,3.0,2.0,180900.0,6.1,10.5
5626,59.0,3.45,58.5,5.0,4.0,41300.0,6.95,5.095000000000001
5628,64.0,5.35,83.6,5.0,5.0,95200.0,6.0,5.25
5631,70.0,5.28,75.4,3.0,2.0,135700.0,6.7,4.25
5636,107.0,9.8,91.6,3.0,2.0,179800.0,8.9,9.9
5637,48.0,9.8,204.2,9.0,9.0,72500.0,8.9,17.4
5640,47.0,2.2,46.8,1.0,1.0,39166.66666666666,5.2,3.7
5644,80.0,9.1,113.7,4.0,5.0,57000.0,5.2,6.85
5650,42.0,2.68,63.8,3.0,3.0,69700.0,6.0,3.4
5658,95.0,4.5,47.4,3.0,2.0,129600.0,6.7,6.4
5659,79.0,7.9,100.0,3.0,2.0,173300.0,7.51,11.0
5665,75.0,4.1,54.7,2.0,2.0,41300.0,4.675000000000001,4.1
5668,57.0,6.99,122.6,4.0,4.0,93150.0,6.7,7.5
5670,31.0,4.35,140.3,2.0,2.0,82600.0,6.0,6.1
5672,110.0,9.9,90.0,7.0,4.0,63800.0,4.65,10.45
5675,77.0,5.5,71.4,5.0,5.0,93150.0,6.7,7.5
5678,167.0,25.79,154.4,36.0,35.0,82600.0,6.0,6.1
5683,65.0,3.6,55.4,2.0,2.0,52500.0,5.2,4.896000000000001
5687,73.0,12.2,167.1,11.0,11.0,130400.0,4.7,7.35
5689,85.0,2.35,27.6,4.0,5.0,159200.0,4.6,2.35
5693,72.0,3.5,48.6,3.0,3.0,58100.0,4.65,3.96
5698,122.0,7.2,59.0,4.0,4.0,93150.0,6.7,7.5
5701,52.0,5.15,99.0,2.0,2.0,90700.0,6.5,6.5
5704,50.0,12.4,248.0,3.0,3.0,247100.0,8.35,15.5
5709,68.0,4.0,58.8,2.0,2.0,66200.0,7.5,4.0
5711,97.0,12.125,125.0,3.0,2.0,161200.0,6.95,8.05
5715,89.0,7.99,89.8,2.0,2.0,129600.0,6.7,6.4
5720,71.4,9.8,137.3,8.0,8.0,97200.0,8.9,8.4
5725,68.5,3.99,58.2,2.0,2.0,66200.0,7.5,4.0
5726,160.0,199.0,1243.8,64.0,68.0,491700.0,14.0,18.5
5729,80.0,6.1,76.2,2.0,2.0,179800.0,8.9,9.9
5735,71.0,2.14,30.1,3.0,3.0,129600.0,6.7,6.4
5738,100.0,13.9,139.0,2.0,1.0,105300.0,6.5,13.600000000000001
5739,100.0,2.65,26.5,4.0,4.0,103700.0,8.9,11.4
5740,92.0,2.85,31.0,3.0,2.0,97200.0,6.7,2.85
5744,68.5,3.99,58.2,2.0,2.0,66200.0,7.5,4.0
5745,70.12,5.28,75.3,2.0,2.0,135700.0,6.7,4.25
5749,120.0,9.5,79.2,3.0,2.0,179800.0,8.9,9.9
5750,72.0,2.4,33.3,3.0,3.0,97500.0,6.0,4.175
5751,140.0,13.0,92.9,4.0,3.0,179800.0,8.9,9.9
5759,50.0,1.17,23.4,2.0,2.0,58100.0,4.65,3.96
5769,56.0,7.2,128.6,4.0,3.0,49800.0,2.6,2.85
5772,125.0,21.0,168.0,4.0,5.0,166100.0,8.9,8.645
5775,86.0,4.95,57.6,3.0,2.0,132000.0,7.5,7.300000000000001
5778,20.0,3.5,175.0,1.0,2.0,283000.0,4.6,4.075
5784,120.0,11.4,95.0,5.0,4.0,64800.0,6.95,7.050000000000001
5790,200.0,37.0,185.0,88.0,88.0,64800.0,6.7,12.75
5821,72.0,9.3,129.2,3.0,2.0,121500.0,6.5,7.5
5831,140.0,14.8,105.7,7.0,7.0,49800.0,2.6,2.85
5833,75.0,5.3999999999999995,72.0,2.0,2.0,52500.0,5.2,4.896000000000001
5845,60.0,6.99,116.5,4.0,4.0,93150.0,6.7,7.5
5856,89.0,3.05,34.3,3.0,3.0,66200.0,7.5,3.6500000000000004
5860,75.0,3.38,45.1,2.0,2.0,66200.0,7.5,3.6500000000000004
5863,145.0,10.45,72.1,3.0,3.0,93150.0,6.7,7.5
5865,97.0,2.3,23.7,3.0,2.0,97200.0,6.7,2.85
5868,72.0,3.45,47.9,2.0,2.0,49800.0,2.6,2.85
5869,96.0,12.0,125.0,1.0,1.0,166100.0,8.9,8.645
5872,59.0,5.1,86.4,2.0,2.0,108900.0,6.0,7.0
5876,71.0,2.13,30.0,3.0,3.0,113000.0,8.9,8.075
5877,55.0,6.65,120.9,4.0,5.0,57000.0,5.2,6.85
5878,130.0,11.0,84.6,6.0,5.0,115000.0,6.5,10.5
5880,100.0,5.6,56.0,3.0,2.0,66200.0,7.5,4.0
5882,23.0,6.2,269.6,2.0,4.0,129600.0,6.7,6.4
5885,73.0,5.3,72.6,2.0,2.0,174500.0,12.0,5.199999999999999
5886,320.0,36.0,112.5,2.0,1.0,64800.0,6.95,6.5
5888,68.0,4.0,58.8,2.0,2.0,66200.0,7.5,4.0
5895,69.0,4.7,68.1,2.0,2.0,135700.0,6.7,4.25
5899,1200.0,130.0,108.3,3.0,3.0,64800.0,6.95,3.0
5901,70.0,3.8,54.3,2.0,2.0,52500.0,5.2,4.896000000000001
5905,45.0,8.15,181.1,3.0,3.0,97200.0,8.9,8.4
5910,210.0,30.0,142.9,2.0,2.0,64800.0,6.95,3.0
5918,65.0,1.1,16.9,4.0,4.0,260000.0,4.6,4.9
5926,95.0,58.0,610.5,5.0,5.0,66200.0,7.5,34.0
5931,128.0,15.8,123.4,1.0,1.0,121500.0,6.5,7.5
5936,71.0,4.2,59.2,2.0,2.0,66200.0,7.5,4.0
5942,127.0,25.0,196.9,3.0,2.0,132000.0,7.5,7.300000000000001
5944,70.0,3.66,52.3,4.0,4.0,186300.0,8.35,3.66
5952,68.5,4.25,62.0,2.0,2.0,66200.0,7.5,4.0
5956,49.0,3.0,61.2,1.0,1.0,66200.0,7.5,4.0
5957,51.0,2.5,49.0,1.0,1.0,83983.33333333333,4.7,2.7
5961,95.0,10.1,106.3,7.0,5.0,93200.0,6.95,7.975
5962,100.0,12.0,120.0,4.0,4.0,74500.0,4.7,3.55
5965,58.0,2.19,37.8,2.0,1.0,24800.0,4.65,2.2
5972,111.0,10.0,90.1,5.0,6.0,57000.0,5.2,6.85
5975,257.1,10.9,42.4,4.0,5.0,57000.0,5.2,6.85
5977,67.0,3.1,46.3,2.0,2.0,61450.0,7.5,6.7
5980,200.0,19.0,95.0,6.0,6.0,57000.0,5.2,6.85
5981,76.0,3.75,49.3,2.0,2.0,129600.0,6.7,6.4
5983,53.0,3.39,64.0,2.0,1.0,129600.0,6.7,6.4
5984,176.0,39.0,221.6,7.0,6.0,101300.0,6.0,6.6
5988,96.8,10.3,106.4,4.0,4.0,52500.0,5.2,4.896000000000001
5989,100.0,27.0,270.0,10.0,10.0,64800.0,6.7,3.9
5991,95.0,34.0,357.9,5.0,5.0,66200.0,7.5,34.0
5997,140.0,16.6,118.6,4.0,5.0,49800.0,2.6,2.85
6004,22.0,1.5,68.2,2.0,3.0,133600.0,6.0,4.92
6014,100.0,5.99,59.9,3.0,2.0,164700.0,4.4,4.324999999999999
6017,80.0,4.19,52.4,2.0,2.0,164700.0,4.4,4.324999999999999
6025,126.0,10.5,83.3,5.0,6.0,115000.0,6.5,10.5
6050,220.0,7.0,31.8,3.0,3.0,32400.0,6.95,11.2
6064,80.0,4.3,53.8,2.0,2.0,164700.0,4.4,4.324999999999999
6067,60.0,6.7,111.7,3.0,2.0,69700.0,6.0,6.550000000000001
6075,116.8,12.8,109.6,3.0,2.0,157800.0,14.0,9.85
6078,54.0,4.5,83.3,2.0,2.0,358700.0,14.0,31.25
6082,40.2,4.68,116.4,3.0,2.0,58300.0,6.0,7.1
6086,68.0,8.0,117.6,5.0,6.0,64800.0,6.95,7.050000000000001
6090,55.0,3.0,54.5,2.0,1.0,92350.0,6.5,4.4
6103,55.0,2.35,42.7,1.0,1.0,61450.0,7.5,6.7
6110,112.0,6.3,56.2,2.0,2.0,72900.0,6.5,6.2
6114,72.0,14.0,194.4,4.0,4.0,180600.0,14.0,7.3
6119,322.0,45.0,139.8,5.0,6.0,45400.0,7.5,15.5
6123,36.0,2.8,77.8,2.0,2.0,141800.0,8.9,8.3
6126,168.0,9.5,56.5,4.0,5.0,66200.0,7.5,10.65
6133,46.0,3.6,78.3,4.0,4.0,125600.0,8.9,3.2
6135,47.0,5.4,114.9,4.0,3.0,72900.0,4.7,4.75
6137,66.0,5.12,77.6,3.0,3.0,174200.0,8.35,5.12
6148,62.4,5.19,83.2,3.0,4.0,159800.0,14.0,5.6
6151,48.0,4.7,97.9,2.0,2.0,166100.0,8.9,8.645
6162,98.0,6.4,65.3,2.0,2.0,151500.0,8.9,11.0
6166,55.0,4.45,80.9,4.0,5.0,175600.0,7.51,11.0
6170,164.0,0.0105,0.1,3.0,2.0,151500.0,8.9,11.0
6184,20.4,0.79,38.7,2.0,1.0,39166.66666666666,5.2,3.7
6192,61.5,2.8,45.5,3.0,3.0,106600.0,6.0,6.0
6201,96.4,12.8,132.8,3.0,2.0,132000.0,7.5,8.100000000000001
6204,145.0,6.29,43.4,10.0,9.0,48600.0,6.95,6.395
6206,25.0,1.39,55.6,3.0,3.0,39166.66666666666,5.2,3.7
6208,61.0,5.0,82.0,2.0,1.0,196900.0,8.19,5.15
6210,72.0,3.3,45.8,2.0,2.0,64800.0,6.95,7.050000000000001
6213,124.0,7.8,62.9,3.0,2.0,151500.0,8.9,11.0
6214,70.0,4.6,65.7,2.0,2.0,200800.0,12.0,10.6
6216,34.5,3.65,105.8,2.0,2.0,82600.0,8.9,4.365
6217,58.0,1.75,30.2,2.0,2.0,101900.0,4.65,4.5
6220,118.5,7.5,63.3,3.0,2.0,151500.0,8.9,11.0
6221,50.0,1.68,33.6,2.0,2.0,101900.0,4.65,4.5
6224,52.0,5.25,101.0,4.0,3.0,145000.0,8.9,9.6
6228,131.0,8.0,61.1,3.0,2.0,151500.0,8.9,11.0
6229,330.0,43.0,130.3,5.0,4.0,166100.0,8.9,8.645
6231,150.0,17.5,116.7,12.0,13.0,66200.0,7.5,10.65
6232,15.0,2.1,140.0,1.0,2.0,151500.0,8.9,11.0
6233,373.0,47.0,126.0,1.0,1.0,130400.0,8.9,23.75
6236,42.0,3.1,73.8,2.0,2.0,161700.0,12.0,12.35
6239,96.4,12.9,133.8,3.0,2.0,132000.0,7.5,8.100000000000001
6240,71.2,20.7,290.7,5.0,6.0,175800.0,8.35,11.575
6241,72.0,11.9,165.3,5.0,6.0,87500.0,6.5,3.1
6243,84.0,11.3,134.5,2.0,2.0,416000.0,14.0,13.75
6244,216.0,7.0,32.4,2.0,2.0,32400.0,7.5,18.4
6245,50.0,1.42,28.4,2.0,2.0,49800.0,2.6,2.85
6247,45.9,2.94,64.1,3.0,3.0,90900.0,8.19,8.0
6249,110.0,16.4,149.1,3.0,2.0,416000.0,14.0,13.75
6252,52.32,2.68,51.2,4.0,6.0,158200.0,7.51,15.0
6254,55.0,1.98,36.0,2.0,2.0,66200.0,7.5,4.0
6257,72.0,1.86,25.8,2.0,2.0,64800.0,6.95,3.0
6260,106.0,9.8,92.5,3.0,2.0,179800.0,8.9,9.9
6282,200.0,11.8,59.0,2.0,1.0,64800.0,6.95,7.050000000000001
6297,100.0,5.5,55.0,3.0,2.0,132000.0,7.5,7.300000000000001
6312,120.0,15.0,125.0,5.0,5.0,168000.0,8.19,11.5
6322,53.0,1.93,36.4,2.0,2.0,66200.0,7.5,4.0
6323,239.0,24.0,100.4,4.0,4.0,66200.0,7.5,8.9
6326,53.0,1.9,35.8,2.0,2.0,66200.0,7.5,4.0
6327,83.0,1.7,20.5,2.0,2.0,49800.0,2.6,2.85
6329,98.0,19.2,195.9,2.0,2.0,132000.0,7.5,7.300000000000001
6332,41.0,3.9,95.1,4.0,3.0,80450.0,4.675000000000001,12.9
6334,77.0,7.8,101.3,2.0,2.0,416000.0,14.0,13.75
6335,83.0,4.25,51.2,2.0,2.0,130400.0,4.4,4.39
6337,54.0,5.99,110.9,4.0,5.0,64800.0,6.95,7.050000000000001
6338,47.0,5.9,125.5,4.0,3.0,55100.0,4.7,4.8
6340,148.0,25.5,172.3,19.0,19.0,145800.0,4.7,8.8
6341,63.5,6.0,94.5,1.0,1.0,113400.0,8.9,7.9
6343,35.0,1.63,46.6,1.0,1.0,83983.33333333333,4.7,2.7
6353,70.0,9.78,139.7,2.0,2.0,416000.0,14.0,13.75
6356,82.0,1.88,22.9,2.0,1.0,47300.0,4.7,2.6550000000000002
6361,100.0,8.3,83.0,4.0,3.0,60800.0,4.7,6.9
6362,115.7,7.2,62.2,2.0,2.0,22700.0,4.675000000000001,7.2
6366,78.0,6.5,83.3,4.0,4.0,64800.0,6.95,7.050000000000001
6368,61.0,8.6,141.0,2.0,1.0,416000.0,14.0,13.75
6371,88.0,8.2,93.2,2.0,2.0,42950.0,7.5,8.2
6376,62.0,1.45,23.4,2.0,1.0,105300.0,6.5,6.3
6382,64.0,5.9,92.2,2.0,2.0,78400.0,6.0,12.2
6384,64.0,7.5,117.2,4.0,4.0,64800.0,6.95,7.050000000000001
6385,121.0,7.38,61.0,3.0,3.0,72900.0,6.5,6.2
6391,127.5,20.0,156.9,4.0,3.0,57400.0,7.5,10.6
6397,85.0,16.9,198.8,4.0,5.0,44600.0,7.5,16.9
6403,27.4,3.95,144.2,2.0,2.0,199600.0,7.51,11.6
6408,51.9,6.5,125.2,4.0,5.0,57000.0,5.2,6.85
6422,86.0,4.9,57.0,3.0,2.0,132000.0,7.5,7.300000000000001
6426,44.0,3.85,87.5,3.0,2.0,81000.0,6.7,4.95
6438,85.0,5.4,63.5,2.0,2.0,72900.0,6.5,6.2
6444,79.0,3.55,44.9,2.0,2.0,74500.0,4.7,3.55
6445,144.0,19.0,131.9,6.0,7.0,105300.0,6.5,13.600000000000001
6447,66.0,7.7,116.7,5.0,5.0,78200.0,7.51,5.9
6448,120.0,7.3,60.8,5.0,6.0,76933.33333333333,4.7,4.9
6450,62.0,10.7,172.6,4.0,4.0,111400.0,8.19,10.7
6452,46.0,5.65,122.8,3.0,2.0,145000.0,8.9,9.6
6454,60.0,4.13,68.8,1.0,1.0,151500.0,8.9,11.0
6458,59.5,9.5,159.7,2.0,1.0,157800.0,14.0,9.85
6460,100.0,6.8,68.0,4.0,5.0,66200.0,7.5,10.65
6467,55.0,10.0,181.8,3.0,4.0,173300.0,7.51,11.0
6468,93.0,7.95,85.5,5.0,4.0,94000.0,6.5,7.7
6471,90.5,28.0,309.4,2.0,1.0,159300.0,14.0,16.695
6472,54.0,3.65,67.6,5.0,6.0,210600.0,6.1,69.325
6473,62.0,3.95,63.7,4.0,4.0,115000.0,6.5,10.5
6474,62.0,4.34,70.0,4.0,4.0,181700.0,4.6,6.5
6476,90.0,4.36,48.4,2.0,2.0,70500.0,7.5,4.36
6479,53.2,13.5,253.8,4.0,5.0,87900.0,7.51,13.5
6483,50.0,8.9,178.0,5.0,6.0,97200.0,8.9,8.4
6484,64.0,7.2,112.5,4.0,4.0,64800.0,6.95,7.050000000000001
6486,70.0,9.2,131.4,4.0,5.0,64800.0,6.95,7.050000000000001
6487,78.0,3.88,49.7,2.0,2.0,86800.0,4.675000000000001,3.2
6488,30.0,5.1,170.0,2.0,2.0,180600.0,12.0,16.55
6489,90.0,3.9,43.3,3.0,2.0,56700.0,6.7,4.05
6492,67.3,6.4,95.1,4.0,5.0,80200.0,6.7,9.7
6493,32.0,1.65,51.6,1.0,1.0,83983.33333333333,4.7,2.7
6495,118.0,16.9,143.2,4.0,4.0,64800.0,6.95,7.050000000000001
6500,70.0,7.7,110.0,2.0,2.0,416000.0,14.0,13.75
6506,297.0,50.0,168.4,5.0,5.0,145800.0,8.9,18.5
6507,52.0,1.8,34.6,4.0,5.0,115000.0,6.5,10.5
6510,140.0,8.5,60.7,3.0,2.0,129600.0,6.7,6.4
6517,63.0,6.39,101.4,4.0,3.0,81000.0,6.7,4.95
6522,69.4,8.97,129.3,3.0,4.0,68900.0,6.7,8.5
6526,39.24,3.5,89.2,2.0,1.0,145800.0,6.7,15.5
6532,75.0,4.2,56.0,2.0,2.0,132000.0,7.5,7.300000000000001
6540,53.0,5.7,107.5,3.0,3.0,64800.0,6.95,7.050000000000001
6552,80.0,8.7,108.7,7.0,7.0,66400.0,6.95,14.5
6553,91.0,4.4,48.4,3.0,2.0,35800.0,4.65,4.4
6560,80.0,3.09,38.6,3.0,2.0,66200.0,7.5,8.9
6561,80.7,7.2,89.2,10.0,10.0,129600.0,6.5,6.8
6562,135.0,8.2,60.7,3.0,2.0,72900.0,6.5,6.2
6563,12.8,2.15,168.0,2.0,3.0,44050.0,4.675000000000001,3.925
6566,106.0,25.0,235.8,5.0,6.0,84200.0,8.9,25.0
6567,126.0,10.8,85.7,3.0,2.0,129600.0,6.7,6.4
6570,80.0,6.69,83.6,4.0,3.0,93150.0,6.7,7.5
6572,65.0,5.65,86.9,4.0,4.0,81600.0,4.675000000000001,5.875
6573,56.0,3.02,53.9,4.0,3.0,182300.0,6.1,7.85
6574,74.0,33.0,445.9,6.0,8.0,111000.0,8.9,10.2
6579,70.0,2.84,40.6,2.0,2.0,52500.0,5.2,4.896000000000001
6580,40.0,3.55,88.8,3.0,3.0,286000.0,14.0,16.5
6581,115.0,3.5,30.4,3.0,3.0,45400.0,7.5,1.9
6585,57.0,1.75,30.7,1.0,1.0,45400.0,7.5,1.9
6586,30.0,2.0,66.7,1.0,1.0,164700.0,4.4,4.324999999999999
6588,100.0,12.5,125.0,4.0,3.0,163300.0,8.19,25.0
6589,105.0,45.0,428.6,1.0,1.0,188600.0,12.0,23.0
6598,157.8,27.0,171.1,3.0,2.0,179800.0,8.9,9.9
6599,77.0,2.55,33.1,2.0,2.0,45400.0,7.5,1.9
6600,66.0,3.5,53.0,2.0,2.0,76600.0,4.675000000000001,3.63
6606,105.0,5.9,56.2,3.0,2.0,133500.0,7.51,6.3
6609,101.0,6.6,65.3,4.0,3.0,93150.0,6.7,7.5
6610,51.0,3.03,59.4,1.0,1.0,76600.0,4.675000000000001,3.63
6613,56.0,7.5,133.9,4.0,4.0,121500.0,6.5,7.5
6623,73.5,4.08,55.5,3.0,2.0,76933.33333333333,4.7,4.9
6647,44.0,11.2,254.5,4.0,5.0,129600.0,8.9,10.6
6657,50.0,2.87,57.4,1.0,1.0,76600.0,4.675000000000001,3.63
6658,84.1,5.18,61.6,2.0,2.0,64800.0,6.95,7.050000000000001
6660,75.2,3.68,48.9,5.0,6.0,141200.0,7.51,2.79
6665,50.0,4.2,84.0,2.0,2.0,64800.0,6.95,7.050000000000001
6666,35.0,2.6,74.3,1.0,1.0,164700.0,4.4,4.324999999999999
6669,55.0,0.83,15.1,2.0,2.0,49800.0,2.6,2.85
6673,97.0,13.1,135.1,5.0,5.0,98100.0,7.51,6.75
6677,57.0,17.5,307.0,3.0,3.0,225500.0,14.0,39.0
6678,75.0,16.3,217.3,4.0,5.0,127200.0,8.9,16.3
6700,91.0,12.5,137.4,7.0,3.0,168000.0,8.19,11.5
6702,65.0,4.1,63.1,2.0,1.0,164700.0,4.4,4.324999999999999
6705,51.7,13.0,251.5,5.0,5.0,199600.0,7.51,11.6
6706,57.0,4.5,78.9,2.0,2.0,40500.0,6.95,7.2
6716,157.0,7.25,46.2,8.0,8.0,48600.0,6.95,3.5
6717,63.1,14.5,229.8,6.0,5.0,115700.0,7.51,14.7
6718,54.0,4.5,83.3,2.0,1.0,164700.0,4.4,4.324999999999999
6719,54.0,1.25,23.1,2.0,2.0,117450.0,6.1,6.42
6720,570.0,25.08,44.0,29.0,29.0,26233.33333333333,5.2,5.7
6722,80.0,8.7,108.7,3.0,2.0,92350.0,6.5,4.4
6723,86.0,3.39,39.4,2.0,2.0,40233.333333333336,6.7,2.675
6725,54.0,5.49,101.7,3.0,3.0,145800.0,6.7,15.5
6730,136.0,8.0,58.8,3.0,2.0,151500.0,8.9,11.0
6771,40.0,6.7,167.5,4.0,4.0,173300.0,7.51,11.0
6774,75.0,2.9,38.7,2.0,2.0,145800.0,6.7,15.5
6779,121.0,14.5,119.8,4.0,2.0,64800.0,6.95,7.050000000000001
6785,66.0,2.25,34.1,4.0,4.0,123900.0,7.5,14.8
6789,82.0,3.15,38.4,4.0,5.0,50200.0,7.5,3.15
6792,80.0,5.6,70.0,2.0,2.0,129600.0,6.7,6.4
6794,62.0,3.9,62.9,2.0,1.0,55100.0,7.5,5.5
6798,462.0,36.0,77.9,4.0,5.0,120700.0,7.5,32.5
6801,136.0,11.5,84.6,15.0,14.0,59300.0,4.675000000000001,1.82
6802,67.2,5.5,81.8,3.0,3.0,55100.0,7.5,5.5
6805,83.0,6.7,80.7,4.0,5.0,93150.0,6.7,7.5
6810,64.0,11.5,179.7,4.0,5.0,66400.0,6.0,6.25
6844,96.0,11.5,119.8,2.0,1.0,107700.0,8.9,5.225
6977,80.0,7.5,93.8,4.0,5.0,57000.0,5.2,6.85
6981,50.0,6.4,128.0,4.0,5.0,40100.0,5.2,7.6
7037,112.0,10.35,92.4,9.0,10.0,111400.0,12.0,10.625
7040,91.0,24.0,263.7,7.0,7.0,320900.0,14.0,23.494999999999997
7042,70.0,6.8,97.1,4.0,5.0,93200.0,6.95,7.975
7048,44.0,4.5,102.3,2.0,1.0,122300.0,8.9,8.7
7052,76.0,12.9,169.7,5.0,5.0,103700.0,8.19,13.05
7056,70.0,1.28,18.3,2.0,2.0,200800.0,12.0,10.6
7057,40.0,2.2,55.0,2.0,2.0,67900.0,4.675000000000001,5.65
7064,67.26,32.0,475.8,6.0,5.0,108100.0,4.6,32.0
7065,160.0,17.0,106.2,3.0,2.0,35200.0,4.675000000000001,7.15
7069,71.7,8.0,111.6,2.0,2.0,132000.0,7.5,7.300000000000001
7081,66.0,6.29,95.3,3.0,4.0,129600.0,6.5,6.8
7123,79.9,3.7,46.3,2.0,2.0,129600.0,6.7,6.4
7125,85.0,6.55,77.1,7.0,7.0,93150.0,6.7,7.5
7133,81.0,7.5,92.6,5.0,3.0,75800.0,8.19,5.75
7138,44.0,1.9,43.2,2.0,2.0,141200.0,7.51,2.79
7142,55.0,1.9,34.5,1.0,1.0,66200.0,7.5,8.3
7143,38.0,4.48,117.9,3.0,2.0,85900.0,4.7,7.49
7146,65.0,5.35,82.3,5.0,4.0,299700.0,8.35,5.77
7148,72.0,7.5,104.2,2.0,2.0,145800.0,4.7,8.8
7149,64.0,3.1,48.4,2.0,2.0,55433.333333333336,4.675000000000001,4.65
7151,133.2,18.5,138.9,4.0,4.0,105300.0,6.7,7.5
