Price,Area,Bedrooms,Toilets,Published At,Loại tin,Status,Developer,Street,District,Suggested Price,Million/m2,District Price,Street Price
3.94,95.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Địa ốc Phú Long,Nguyễn Hữu Thọ,nhà bè,52.5,41.47,5.2,5.059120000000001
34.8,250.0,6,5,2024-10-23,Tin thường,12/2022: bàn giao phân khu River County 1,Công ty GS Engineering & Construction,Nguyễn Hữu Thọ,nhà bè,52.5,139.2,5.2,5.059120000000001
12.5,250.0,6,5,2024-10-23,Tin thường,Đang cập nhật tiến độ,Tổng công ty Thái Sơn,Nguyễn Hữu Thọ,nhà bè,52.5,50.0,5.2,5.059120000000001
31.0,280.0,6,6,2024-10-24,Tin thường,12/2022: bàn giao phân khu River County 1,Công ty GS Engineering & Construction,Nguyễn Hữu Thọ,nhà bè,52.5,110.71,5.2,5.059120000000001
4.896000000000001,72.0,2,2,2024-10-24,Tin thường,Đang mở bán,Công ty CP Địa ốc Phú Long,Nguyễn Hữu Thọ,nhà bè,52.5,68.0,5.2,5.059120000000001
4.1,80.0,2,2,2024-10-24,Tin thường,Đang mở bán,Công ty TNHH Keppel Land Việt Nam,Nguyễn Hữu Thọ,nhà bè,52.5,51.25,5.2,5.059120000000001
22.0,126.0,3,3,2024-10-24,Tin thường,12/2022: bàn giao phân khu River County 1,Công ty GS Engineering & Construction,Nguyễn Hữu Thọ,nhà bè,52.5,174.6,5.2,5.059120000000001
16.5,168.0,4,4,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Địa ốc Phú Long,Nguyễn Hữu Thọ,nhà bè,52.5,98.21,5.2,5.059120000000001
12.0,105.6,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Kiến Á,Nguyễn Hữu Thọ,nhà bè,52.5,113.64,5.2,5.059120000000001
10.5,96.8,4,2,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Kiến Á,Nguyễn Hữu Thọ,nhà bè,52.5,108.47,5.2,5.059120000000001
4.5,71.0,2,2,2024-10-24,Tin thường,Tháng 10/2022: Đã có sổ hổng,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Hữu Thọ,nhà bè,52.5,63.38,5.2,5.059120000000001
5.55,75.0,2,2,2024-10-24,Tin thường,Đang mở bán,Công ty CP Địa ốc Phú Long,Nguyễn Hữu Thọ,nhà bè,52.5,74.0,5.2,5.059120000000001
4.9,99.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,nhà bè,52.5,49.49,5.2,5.059120000000001
4.7,71.0,2,2,2024-10-24,Tin thường,Tháng 10/2022: Đã có sổ hổng,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Hữu Thọ,nhà bè,52.5,66.2,5.2,5.059120000000001
5.3,300.0,3,3,2024-10-24,Tin thường,Đang cập nhật tiến độ,Công ty CP Hoàng Anh Gia Lai,Nguyễn Hữu Thọ,nhà bè,52.5,17.67,5.2,5.059120000000001
16.0,92.7,4,4,2024-10-25,Tin thường,Đã bàn giao,Công ty CP Kiến Á,Nguyễn Hữu Thọ,nhà bè,52.5,172.6,5.2,5.059120000000001
2.7,76.0,2,2,2024-10-25,Tin thường,Đã bàn giao,Công ty CP Đầu tư bất động sản Hưng Lộc Phát,Nguyễn Hữu Thọ,nhà bè,52.5,35.53,5.2,5.059120000000001
2.5,77.0,5,5,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Hữu Thọ,quận 7,105.3,32.47,9.0,6.15
7.45,138.5,3,2,2024-10-25,Tin VIP Bạc,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,53.79,9.0,6.15
2.14,71.0,3,3,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Hữu Thọ,quận 7,105.3,30.14,9.0,6.15
3.75,76.0,2,2,2024-10-23,Tin VIP Bạc,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,49.34,9.0,6.15
4.35,76.0,2,2,2024-10-26,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,57.24,9.0,6.15
4.9,95.0,3,2,2024-10-26,Tin thường,Đã bàn giao,Công ty CP Quốc Cường Gia Lai,Nguyễn Hữu Thọ,quận 7,105.3,51.58,9.0,6.15
6.0,106.0,2,2,2024-10-21,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,56.6,9.0,6.15
8.2,162.0,4,3,2024-10-28,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,50.62,9.0,6.15
6.15,106.0,2,2,2024-10-14,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,58.02,9.0,6.15
7.2,120.0,3,2,2024-10-20,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,60.0,9.0,6.15
6.35,106.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,59.91,9.0,6.15
6.3,120.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,52.5,9.0,6.15
8.75,162.0,3,3,2024-10-24,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,54.01,9.0,6.15
6.0,99.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,60.61,9.0,6.15
80.0,200.0,5,4,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Xây dựng và Kinh doanh Nhà Kim Sơn,Nguyễn Hữu Thọ,quận 7,105.3,400.0,9.0,6.15
4.7,108.0,3,3,2024-10-25,Tin thường,Đã bàn giao,Novaland Group,Nguyễn Hữu Thọ,quận 7,105.3,43.52,9.0,6.15
21.0,100.0,2,2,2024-10-25,Tin thường,Đã bàn giao,Công ty CP Xây dựng và Kinh doanh Nhà Kim Sơn,Nguyễn Hữu Thọ,quận 7,105.3,210.0,9.0,6.15
8.1,66.0,4,3,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Hữu Tiến,tân phú,74.5,122.73,7.4,8.6
8.6,60.0,5,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Hữu Tiến,tân phú,74.5,143.33,7.4,8.6
14.6,112.0,3,1,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Hữu Tiến,tân phú,74.5,130.36,7.4,8.6
20.46,110.0,4,4,2024-10-22,Tin thường,Đã bàn giao,Công ty Quản lý và Phát triển Nhà Quận 2,Nguyễn Khoa Đăng,quận 2,77.8,186.0,13.395,20.46
2.15,70.0,2,2,2024-10-17,Tin thường,Bàn giao năm 2015,Novaland Group,Nguyễn Khoái,quận 4,146.3,30.71,4.5,3.15
2.68,50.4,3,3,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Khoái,quận 4,146.3,53.17,4.5,3.15
6.2,122.0,3,3,2024-10-27,Tin thường,Bàn giao năm 2015,Novaland Group,Nguyễn Khoái,quận 4,146.3,50.82,4.5,3.15
3.15,60.0,3,3,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Khoái,quận 4,146.3,52.5,4.5,3.15
8.0,80.0,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Khoái,quận 4,146.3,100.0,4.5,3.15
6.2,52.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Khuyến,bình thạnh,76.1,119.23,9.3,6.2
3.1,65.9,3,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kim,quận 10,143.8,47.04,16.5,6.0
8.9,52.0,4,4,2024-10-18,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kim,quận 10,143.8,171.15,16.5,6.0
1.15,160.0,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kim Cương,củ chi,10.1,7.19,1.15,1.15
3.5,50.0,3,3,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,70.0,6.5,7.1
6.0,54.0,4,4,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,111.11,6.5,7.1
2.8,61.5,3,3,2024-10-20,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,45.53,6.5,7.1
11.0,127.0,5,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,86.61,6.5,7.1
8.2,90.0,5,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,91.11,6.5,7.1
13.8,114.0,6,5,2024-10-14,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,gò vấp,106.6,121.05,6.5,7.1
12.5,140.0,12,5,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,phú nhuận,141.2,89.29,11.5,3.68
3.68,75.2,5,6,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,phú nhuận,141.2,48.94,11.5,3.68
1.9,44.0,2,2,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,phú nhuận,141.2,43.18,11.5,3.68
1.6,56.0,3,3,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,phú nhuận,141.2,28.57,11.5,3.68
3.8,52.0,3,3,2024-10-20,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Kiệm,phú nhuận,141.2,73.08,11.5,3.68
1.97,75.0,2,2,2024-10-19,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,26.27,5.2,1.95
2.1,75.0,2,2,2024-10-26,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,28.0,5.2,1.95
1.92,75.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,25.6,5.2,1.95
1.9,75.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,25.33,5.2,1.95
1.95,75.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,26.0,5.2,1.95
2.2,75.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,29.33,5.2,1.95
1.9,72.0,2,2,2024-10-21,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,26.39,5.2,1.95
1.95,75.0,2,2,2024-10-22,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,26.0,5.2,1.95
1.93,72.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,26.81,5.2,1.95
1.95,72.0,2,2,2024-10-20,Tin thường,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,Nguyễn Lương Bằng,nhà bè,32.5322,27.08,5.2,1.95
2.3,70.0,2,2,2024-10-22,Tin VIP Vàng,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,32.86,9.0,2.4749999999999996
2.55,70.0,2,2,2024-10-26,Tin VIP Bạc,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,36.43,9.0,2.4749999999999996
2.6,73.0,3,2,2024-10-26,Tin thường,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,35.62,9.0,2.4749999999999996
2.0,52.0,2,2,2024-10-22,Tin VIP Bạc,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,38.46,9.0,2.4749999999999996
2.0,57.0,2,1,2024-10-24,Tin VIP Bạc,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,35.09,9.0,2.4749999999999996
2.8,60.0,2,2,2024-10-26,Tin thường,Đang cập nhật tiến độ,Đang cập nhật,Nguyễn Lương Bằng,quận 7,170.1,46.67,9.0,2.4749999999999996
8.1,90.0,3,3,2024-10-27,Tin thường,Đang cập nhật tiến độ,Công ty CP Địa ốc Chợ Lớn,Nguyễn Lương Bằng,quận 7,170.1,90.0,9.0,2.4749999999999996
3.15,72.0,4,3,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Lương Bằng,quận 7,170.1,43.75,9.0,2.4749999999999996
4.09,101.0,3,2,2024-10-23,Tin thường,Đang mở bán,Công ty CP Đầu tư bất động sản Hưng Lộc Phát,Nguyễn Lương Bằng,quận 7,170.1,40.5,9.0,2.4749999999999996
2.4,70.0,2,2,2024-10-24,Tin thường,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,34.29,9.0,2.4749999999999996
2.4,70.0,2,2,2024-10-24,Tin thường,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ",Công ty CP Tập đoàn Hưng Thịnh,Nguyễn Lương Bằng,quận 7,170.1,34.29,9.0,2.4749999999999996
2.29,65.3,2,2,2024-10-24,Tin thường,Đang mở bán,Công ty CP Đầu tư bất động sản Hưng Lộc Phát,Nguyễn Lương Bằng,quận 7,170.1,35.07,9.0,2.4749999999999996
13.5,180.0,4,3,2024-10-11,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,75.0,7.4,7.45
7.3,87.0,2,2,2024-10-26,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,83.91,7.4,7.45
10.2,147.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,69.39,7.4,7.45
27.0,273.0,4,4,2024-10-26,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,98.9,7.4,7.45
7.0,98.0,3,2,2024-10-26,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,71.43,7.4,7.45
9.6,130.0,3,3,2024-10-25,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,73.85,7.4,7.45
4.8,68.0,1,1,2024-10-27,Tin thường,Đã bàn giao tháng 4/2022,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,70.59,7.4,7.45
8.7,140.0,3,2,2024-10-22,Tin VIP Bạc,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,62.14,7.4,7.45
6.6,73.0,2,2,2024-10-23,Tin thường,Đã bàn giao tháng 4/2022,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,90.41,7.4,7.45
9.5,146.0,3,2,2024-10-24,Tin VIP Bạc,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,65.07,7.4,7.45
8.6,147.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,58.5,7.4,7.45
13.9,143.0,3,2,2024-10-24,Tin VIP Bạc,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,97.2,7.4,7.45
7.99,89.0,2,2,2024-10-27,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,89.78,7.4,7.45
8.5,140.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,60.71,7.4,7.45
5.6,80.0,2,2,2024-10-21,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,70.0,7.4,7.45
6.7,98.0,3,2,2024-10-22,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,68.37,7.4,7.45
10.8,147.0,3,2,2024-10-22,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,73.47,7.4,7.45
6.6,103.0,3,2,2024-10-19,Tin thường,Đang cập nhật tiến độ,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,64.08,7.4,7.45
7.4,114.0,3,2,2024-10-28,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,64.91,7.4,7.45
7.5,76.0,2,2,2024-10-28,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,98.68,7.4,7.45
7.1,77.0,2,2,2024-10-28,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,92.21,7.4,7.45
6.65,77.0,2,2,2024-10-28,Tin thường,Đã bàn giao tháng 4/2022,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,86.36,7.4,7.45
7.5,87.0,2,2,2024-10-28,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,86.21,7.4,7.45
7.0,76.0,2,2,2024-10-28,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,92.11,7.4,7.45
7.3,79.0,2,2,2024-10-28,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,92.41,7.4,7.45
9.0,150.0,3,2,2024-10-28,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,60.0,7.4,7.45
5.0,82.0,2,2,2024-10-22,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,60.98,7.4,7.45
4.95,78.0,2,2,2024-10-28,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,63.46,7.4,7.45
4.8,69.0,2,1,2024-10-25,Tin thường,Đã bàn giao tháng 4/2022,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,69.57,7.4,7.45
14.0,112.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,125.0,7.4,7.45
9.6,108.0,3,2,2024-10-23,Tin thường,Đã bàn giao tháng 4/2022,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,88.89,7.4,7.45
8.0,98.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,81.63,7.4,7.45
9.45,140.0,3,3,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,67.5,7.4,7.45
31.9,126.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,253.17,7.4,7.45
6.8,117.0,3,2,2024-10-23,Tin thường,Đang cập nhật tiến độ,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,58.12,7.4,7.45
6.7,98.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,68.37,7.4,7.45
11.0,136.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,80.88,7.4,7.45
5.19,69.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,75.22,7.4,7.45
7.0,105.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,66.67,7.4,7.45
11.0,136.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,80.88,7.4,7.45
9.1,136.0,3,3,2024-10-22,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,66.91,7.4,7.45
6.65,98.0,3,2,2024-10-20,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,67.86,7.4,7.45
11.0,136.0,3,3,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,80.88,7.4,7.45
6.7,83.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,80.72,7.4,7.45
4.95,70.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,70.71,7.4,7.45
10.7,147.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,72.79,7.4,7.45
3.49,69.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,50.58,7.4,7.45
7.35,81.0,2,2,2024-10-24,Tin thường,Sắp bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,90.74,7.4,7.45
9.0,148.0,3,2,2024-10-21,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,60.81,7.4,7.45
5.0,82.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,Nguyễn Lương Bằng,tân phú,74.3545,60.98,7.4,7.45
2.68,68.0,3,3,2024-10-20,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,39.41,10.25,23.5
2.8,68.2,4,3,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,41.06,10.25,23.5
6.0,65.0,4,4,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,92.31,10.25,23.5
24.0,104.0,6,6,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,230.77,10.25,23.5
23.9,160.0,6,6,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,149.38,10.25,23.5
58.0,180.0,7,8,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,322.22,10.25,23.5
20.0,90.0,3,3,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,222.22,10.25,23.5
24.0,160.0,6,6,2024-10-20,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,150.0,10.25,23.5
50.0,336.0,5,6,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,148.81,10.25,23.5
23.1,110.0,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Minh Hoàng,tân bình,100.5,210.0,10.25,23.5
26.0,104.4,5,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Ngọc Lộc,quận 10,89.3,249.04,16.5,26.0
17.0,129.0,6,7,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Ngọc Nhựt,tân phú,77.8,131.78,7.4,12.0
7.0,57.0,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Ngọc Nhựt,tân phú,77.8,122.81,7.4,12.0
23.9,80.8,3,3,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Ngọc Phương,bình thạnh,127.2,295.79,9.3,3.6
2.88,65.3,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Ngọc Phương,bình thạnh,127.2,44.1,9.3,3.6
3.6,68.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty TNHH MTV Địa ốc Bình Thạnh,Nguyễn Ngọc Phương,bình thạnh,127.2,52.94,9.3,3.6
8.0,84.0,3,3,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Oanh,gò vấp,108.9,95.24,6.5,14.65
16.0,100.0,6,5,2024-10-23,Tin VIP Bạc,Đang mở bán,Đang cập nhật,Nguyễn Oanh,gò vấp,108.9,160.0,6.5,14.65
26.0,240.0,8,8,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Nguyễn Oanh,gò vấp,108.9,108.33,6.5,14.65
5.1,59.0,2,2,2024-10-23,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Nguyễn Oanh,gò vấp,108.9,86.44,6.5,14.65
