Price,Area,Bedrooms,Toilets,Published At,Loại tin,Status,Developer,Street,District,Suggested Price,Million/m2,District Price,Street Price
1.88,52.0,5,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lò Siêu,quận 11,107.55,36.15,6.95,2.42
3.05,52.0,4,3,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lò Siêu,quận 11,107.55,58.65,6.95,2.42
1.95,52.0,4,4,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lò Siêu,quận 11,107.55,37.5,6.95,2.42
2.89,67.2,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lò Siêu,quận 11,107.55,43.01,6.95,2.42
5.9,56.0,5,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lô Tư,bình tân,30.9,105.36,5.225,5.2
5.2,50.0,4,3,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lô Tư,bình tân,30.9,104.0,5.225,5.2
4.5,48.0,2,2,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lô Tư,bình tân,30.9,93.75,5.225,5.2
3.1,88.0,3,2,2024-10-27,Tin thường,Bàn giao tháng 6/2023,Hoàng Phúc Land,Lý Chiêu Hoàng,quận 6,87.5,35.23,8.2,2.67
11.9,72.0,5,6,2024-10-23,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Chiêu Hoàng,quận 6,87.5,165.28,8.2,2.67
2.24,56.0,2,2,2024-10-24,Tin thường,Bàn giao tháng 6/2023,Hoàng Phúc Land,Lý Chiêu Hoàng,quận 6,87.5,40.0,8.2,2.67
1.65,13.0,2,1,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chiêu Hoàng,quận 6,87.5,126.92,8.2,2.67
7.5,50.0,7,7,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,150.0,15.5,7.5
3.99,60.0,3,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,66.5,15.5,7.5
3.1,44.0,4,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,70.45,15.5,7.5
9.5,36.0,4,4,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,263.89,15.5,7.5
13.9,79.0,8,8,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,175.95,15.5,7.5
6.8,71.9,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),Lý Chính Thắng,quận 3,226.8,94.58,15.5,7.5
16.0,34.1,4,4,2024-10-18,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,469.21,15.5,7.5
4.15,67.2,5,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,61.76,15.5,7.5
7.5,50.0,7,7,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Chính Thắng,quận 3,226.8,150.0,15.5,7.5
3.2,74.0,2,2,2024-10-25,Tin VIP Bạc,Đã bàn giao,Công ty CP Bất động sản Tân Phước,Lý Nam Đế,quận 11,137.7,43.24,6.95,3.2
8.5,66.0,4,3,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,128.79,9.0,10.485
23.0,146.0,5,5,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,157.53,9.0,10.485
12.0,119.0,4,4,2024-10-25,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,100.84,9.0,10.485
3.6,72.0,4,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,50.0,9.0,10.485
8.97,69.4,3,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,129.25,9.0,10.485
22.5,180.0,10,10,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,125.0,9.0,10.485
20.5,168.0,1,1,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,122.02,9.0,10.485
8.5,61.0,4,2,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,139.34,9.0,10.485
19.0,300.0,11,10,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,63.33,9.0,10.485
7.3,54.0,4,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Phục Man,quận 7,68.9,135.19,9.0,10.485
7.7,40.0,3,3,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 10,167.3,192.5,16.5,54.0
47.0,140.0,1,1,2024-10-02,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 10,167.3,335.71,16.5,54.0
66.0,167.1,2,2,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 10,167.3,394.97,16.5,54.0
61.0,230.0,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 10,167.3,265.22,16.5,54.0
55.0,200.0,4,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 3,186.3,275.0,15.5,55.0
55.0,144.0,4,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thái Tổ,quận 3,186.3,381.94,15.5,55.0
4.2,53.0,2,2,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thánh Tông,tân phú,71.3,79.25,7.4,3.975
3.75,90.0,3,2,2024-10-24,Tin thường,Đã bàn giao,Công ty TNHH Đầu tư - Xây dựng - Thương mại Địa ốc Quang Thái,Lý Thánh Tông,tân phú,71.3,41.67,7.4,3.975
4.0,50.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,gò vấp,56.2,80.0,6.5,3.635
3.27,51.3,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,gò vấp,56.2,63.74,6.5,3.635
27.0,150.0,8,10,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,180.0,16.5,17.2
13.9,60.0,6,6,2024-10-25,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,231.67,16.5,17.2
1.28,70.0,2,2,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,18.29,16.5,17.2
60.0,123.0,7,8,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,487.8,16.5,17.2
13.5,56.2,3,4,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,240.21,16.5,17.2
20.5,61.0,6,7,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,336.07,16.5,17.2
13.9,56.0,6,5,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,248.21,16.5,17.2
65.0,160.0,9,10,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,406.25,16.5,17.2
22.0,50.0,6,6,2024-10-17,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,440.0,16.5,17.2
38.0,95.0,8,8,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,400.0,16.5,17.2
13.2,48.0,5,7,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,275.0,16.5,17.2
58.0,130.0,8,8,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,446.15,16.5,17.2
13.5,58.0,3,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,232.76,16.5,17.2
13.5,62.0,4,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 10,200.8,217.74,16.5,17.2
2.35,85.0,4,5,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,quận 5,159.2,27.65,12.425,2.35
11.0,120.0,11,10,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,91.67,10.25,11.5
9.35,94.5,8,8,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,98.94,10.25,11.5
12.3,80.0,10,10,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,153.75,10.25,11.5
21.0,126.5,11,10,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,166.01,10.25,11.5
7.8,57.0,7,5,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,136.84,10.25,11.5
16.0,122.0,8,6,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,131.15,10.25,11.5
12.0,80.0,11,11,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,150.0,10.25,11.5
8.5,56.0,5,5,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thường Kiệt,tân bình,224.6,151.79,10.25,11.5
1.35,92.0,4,4,2024-10-20,Tin VIP Vàng,Đã bàn giao,cá nhân/môi giới,Lý Thị Chừng,củ chi,5.4,14.67,1.15,1.4500000000000002
1.55,86.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Thị Chừng,củ chi,5.4,18.02,1.15,1.4500000000000002
50.0,88.24,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Tự Trọng,quận 1,429.3,566.64,24.0,50.0
80.0,140.0,4,4,2024-10-18,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Tự Trọng,quận 1,429.3,571.43,24.0,50.0
35.0,65.0,5,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Tự Trọng,quận 1,429.3,538.46,24.0,50.0
29.5,80.0,5,6,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Văn Phúc,quận 1,267.2135,368.75,24.0,29.5
19.31,268.6,4,4,2024-10-21,Tin VIP Vàng,Đã bàn giao,cá nhân/môi giới,Lý Văn Phức,quận 1,127.6,71.89,24.0,11.7
4.09,70.0,5,6,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Văn Phức,quận 1,127.6,58.43,24.0,11.7
3.0,64.0,4,4,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Đạo Thành,quận 8,48.6,46.88,4.48,4.0
5.0,54.0,2,2,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lý Đạo Thành,quận 8,48.6,92.59,4.48,4.0
8.6,80.0,5,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,107.5,7.4,9.2
3.0,83.0,3,2,2024-10-26,Tin thường,Đã bàn giao,Công ty CP Phát triển nhà Bắc Trung Nam,Lũy Bán Bích,tân phú,129.6,36.14,7.4,9.2
5.6,57.0,3,2,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,98.25,7.4,9.2
2.1,62.0,2,2,2024-10-27,Tin thường,đã bàn giao,Tổng Công ty Đầu tư Phát triển Đô thị và KCN Việt Nam - TNHH MTV,Lũy Bán Bích,tân phú,129.6,33.87,7.4,9.2
6.5,80.0,4,3,2024-10-17,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,81.25,7.4,9.2
9.2,68.0,3,3,2024-10-25,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,135.29,7.4,9.2
10.1,100.0,4,4,2024-10-24,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,101.0,7.4,9.2
7.2,80.7,10,10,2024-10-23,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,89.22,7.4,9.2
6.29,66.0,3,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,95.3,7.4,9.2
25.0,110.0,7,7,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,227.27,7.4,9.2
38.0,165.0,6,6,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,230.3,7.4,9.2
12.0,60.0,2,2,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,200.0,7.4,9.2
17.5,92.4,5,5,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,189.39,7.4,9.2
39.0,198.0,3,7,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,196.97,7.4,9.2
17.3,92.0,4,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,188.04,7.4,9.2
38.0,205.0,8,8,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,185.37,7.4,9.2
3.2,70.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lũy Bán Bích,tân phú,129.6,45.71,7.4,9.2
6.8,62.0,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,109.68,7.4,9.2
3.5,72.0,2,2,2024-10-24,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lũy Bán Bích,tân phú,129.6,48.61,7.4,9.2
17.2,85.0,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,202.35,7.4,9.2
17.5,83.0,6,6,2024-10-21,Tin thường,Đã bàn giao,cá nhân/môi giới,Lũy Bán Bích,tân phú,129.6,210.84,7.4,9.2
6.75,52.0,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Chí Hiếu,tân phú,69.65,129.81,7.4,6.75
2.2,29.57,2,2,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Hữu Phước,quận 8,44.6,74.4,4.48,2.4
3.32,70.0,3,2,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Hữu Phước,quận 8,44.6,47.43,4.48,2.4
2.4,53.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Hữu Phước,quận 8,44.6,45.28,4.48,2.4
2.55,24.0,1,2,2024-10-24,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lưu Hữu Phước,quận 8,44.6,106.25,4.48,2.4
1.89,77.0,3,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Hữu Phước,quận 8,44.6,24.55,4.48,2.4
59.0,112.0,4,4,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Văn Lang,quận 1,389.3,526.79,24.0,59.0
21.0,134.0,4,4,2024-10-29,Tin thường,Đã bàn giao,cá nhân/môi giới,Lưu Đình Lễ,quận 2,109.4,156.72,13.395,21.0
15.0,61.5,6,4,2024-10-15,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Hữu Khánh,quận 1,176.2,243.9,24.0,15.0
12.0,104.0,5,2,2024-10-20,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lương Minh Nguyệt,tân phú,72.9,115.38,7.4,4.5
3.5,70.0,2,2,2024-10-26,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,50.0,7.4,4.5
3.0,66.0,2,1,2024-10-24,Tin VIP Bạc,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,45.45,7.4,4.5
4.8,112.0,3,2,2024-10-20,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,42.86,7.4,4.5
4.5,114.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,39.47,7.4,4.5
4.5,114.0,3,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,39.47,7.4,4.5
3.35,75.0,2,2,2024-10-23,Tin thường,Đã bàn giao,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Lương Minh Nguyệt,tân phú,72.9,44.67,7.4,4.5
9.9,110.0,4,4,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Ngọc Quyến,bình thạnh,74.5,90.0,9.3,9.9
3.7,40.0,4,3,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Ngọc Quyến,gò vấp,62.4,92.5,6.5,3.825
3.95,38.0,2,2,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Ngọc Quyến,gò vấp,62.4,103.95,6.5,3.825
2.98,72.26,5,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Nhữ Học,quận 5,135.7,41.24,12.425,2.98
10.9,76.0,4,5,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Thế Vinh,tân phú,77.8,143.42,7.4,11.7
12.5,62.0,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Thế Vinh,tân phú,77.8,201.61,7.4,11.7
2.5,23.4,2,2,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Văn Can,quận 8,42.9,106.84,4.48,4.5
5.5,86.0,5,5,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Văn Can,quận 8,42.9,63.95,4.48,4.5
4.5,67.0,4,3,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Văn Can,quận 8,42.9,67.16,4.48,4.5
3.9,300.0,4,4,2024-10-26,Tin thường,Đã bàn giao,Đang cập nhật,Lương Văn Nho,cần giờ,15.2,13.0,2.5,3.9
2.9,200.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Văn Nho,cần giờ,15.2,14.5,2.5,3.9
3.9,300.0,4,4,2024-10-25,Tin thường,Đã bàn giao,Đang cập nhật,Lương Văn Nho,cần giờ,15.2,13.0,2.5,3.9
33.0,178.0,5,5,2024-10-17,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,185.39,13.395,33.0
32.0,192.0,6,6,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,166.67,13.395,33.0
35.0,166.0,7,7,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,210.84,13.395,33.0
19.8,238.0,7,7,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,83.19,13.395,33.0
17.0,80.0,5,5,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,212.5,13.395,33.0
33.0,178.0,5,5,2024-10-24,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,185.39,13.395,33.0
19.7,238.0,7,7,2024-10-22,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,82.77,13.395,33.0
67.0,252.0,8,8,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,265.87,13.395,33.0
35.5,166.0,5,5,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,213.86,13.395,33.0
35.0,166.0,6,6,2024-10-15,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,210.84,13.395,33.0
72.0,400.0,12,12,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,180.0,13.395,33.0
16.5,100.0,3,3,2024-10-29,Tin thường,Đã bàn giao,cá nhân/môi giới,Lương Định Của,quận 2,120.7,165.0,13.395,33.0
5.5,43.5,4,4,2024-10-25,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lương Định Của,thủ đức,120.7,126.44,6.6,5.5
9.4,104.0,6,6,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Hồng,tân bình,101.9338,90.38,10.25,9.4
21.5,153.0,8,8,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,140.52,6.95,7.35
6.2,37.2,2,2,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,166.67,6.95,7.35
2.32,49.5,4,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,46.87,6.95,7.35
9.0,58.4,4,2,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,154.11,6.95,7.35
19.0,71.0,4,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,267.61,6.95,7.35
8.5,46.0,5,4,2024-10-24,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,184.78,6.95,7.35
7.0,64.0,3,3,2024-10-23,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,109.38,6.95,7.35
7.7,64.6,3,3,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,119.2,6.95,7.35
4.8,64.8,3,3,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,74.07,6.95,7.35
22.9,75.6,3,3,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,302.91,6.95,7.35
4.68,40.0,3,2,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,117.0,6.95,7.35
6.1,35.0,3,3,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,174.29,6.95,7.35
10.3,72.0,4,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,143.06,6.95,7.35
6.9,62.0,2,2,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,quận 11,133.65,111.29,6.95,7.35
5.25,60.0,3,3,2024-10-19,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,87.5,10.25,7.6
12.0,63.0,6,5,2024-10-26,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,190.48,10.25,7.6
9.9,63.0,5,5,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,157.14,10.25,7.6
21.0,95.0,4,3,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,221.05,10.25,7.6
6.0,89.0,5,5,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,67.42,10.25,7.6
22.0,126.0,7,6,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,174.6,10.25,7.6
3.9,42.0,3,2,2024-10-28,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,92.86,10.25,7.6
25.5,160.0,12,9,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,159.38,10.25,7.6
4.2,39.0,2,1,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,107.69,10.25,7.6
4.4,29.0,2,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,151.72,10.25,7.6
4.2,43.0,3,2,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,97.67,10.25,7.6
3.1,67.6,5,5,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,45.86,10.25,7.6
20.5,216.0,1,1,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,94.91,10.25,7.6
16.99,77.0,11,7,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,220.65,10.25,7.6
8.1,80.0,4,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,101.25,10.25,7.6
17.0,77.0,4,7,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,220.78,10.25,7.6
6.9,86.0,5,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,80.23,10.25,7.6
4.2,40.0,2,2,2024-10-24,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,105.0,10.25,7.6
28.9,190.0,6,7,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,152.11,10.25,7.6
7.1,80.0,4,4,2024-10-23,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,88.75,10.25,7.6
1.9,65.0,2,3,2024-10-25,Tin thường,Đã bàn giao,Tổng Công ty CP Đền bù Giải tỏa,Lạc Long Quân,tân bình,175.6,29.23,10.25,7.6
10.5,66.0,5,5,2024-10-25,Tin thường,Đã bàn giao,cá nhân/môi giới,Lạc Long Quân,tân bình,175.6,159.09,10.25,7.6
3.65,54.0,5,6,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,Lữ Gia,quận 11,210.6,67.59,6.95,3.65
11.5,105.0,4,4,2024-10-27,Tin thường,Đã bàn giao,cá nhân/môi giới,M1,bình tân,45.7815,109.52,5.225,11.5
6.7,182.5,4,4,2024-10-26,Tin VIP Bạc,Đã bàn giao,cá nhân/môi giới,Mai Bá Hương,bình chánh,11.5,36.71,4.5,6.7
