Price,Address,Area,Bedrooms,Toilets,Published At,Hướng nhà,Hướng ban công,Loại tin,Status,Number of Apartments,Developer,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường
"8,6 tỷ","Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",130.0,5,5,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(126.933, 144.067]",130.0,8.6,6.6,2024-10-26,5.0,5.0,tân phú,72900.0,sơn kỳ
"19,5 tỷ","Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",88.0,4,4,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",88.0,19.5,22.2,2024-10-23,4.0,4.0,quận 7,80200.0,lâm văn bền
"9,8 tỷ","Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",56.0,4,6,27/10/2024,Đông,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,9.8,17.5,2024-10-27,4.0,6.0,gò vấp,82600.0,phạm văn chiêu
"2,95 tỷ","Diamond Island quận 9, Đường Long Thuận, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",64.0,3189538807649044,31226303317535544,27/10/2024,,,Tin thường,Đã bàn giao,Đang cập nhật,Đang cập nhật,"(58.4, 75.533]",64.0,2.95,4.6,2024-10-27,3189538807649044.0,3.1226303317535544e+16,quận 9,59327.65113974232,
"22,5 tỷ","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",180.0,10,10,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(178.333, 195.467]",180.0,22.5,12.5,2024-10-23,10.0,10.0,quận 7,68900.0,lý phục man
"2,65 tỷ","Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",56.0,4,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,2.65,4.7,2024-10-27,4.0,4.0,quận 10,100400.0,hoàng dư khương
"3,35 tỷ","Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",22.4,2,2,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",22.4,3.35,15.0,2024-10-27,2.0,2.0,gò vấp,50200.0,nguyễn tư giản
65 tỷ,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",260.0,4,4,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(246.867, 264.0]",260.0,65.0,25.0,2024-10-23,4.0,4.0,quận 7,93150.0,huỳnh tấn phát
"4,15 tỷ","Đường Phạm Văn Đồng, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",70.0,3,2,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",70.0,4.15,5.9,2024-10-23,3.0,2.0,thủ đức,93200.0,phạm văn đồng
13 tỷ,"Đường Số 12, Phường An Khánh, Quận 2, Hồ Chí Minh",86.0,4,4,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",86.0,13.0,15.1,2024-10-26,4.0,4.0,quận 2,71300.0,"đường số 12, phường an khánh"
55 tỷ,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",256.5,2,2,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(246.867, 264.0]",256.5,55.0,21.4,2024-10-23,2.0,2.0,quận 7,80200.0,lâm văn bền
"5,4 tỷ","Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",78.0,4,5,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",78.0,5.4,6.9,2024-10-27,4.0,5.0,bình tân,67900.0,hương lộ 2
"17,5 tỷ","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",102.0,3671965317919075,3411497730711044,27/10/2024,,,Tin thường,Đang mở bán,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,"(92.667, 109.8]",102.0,17.5,17.2,2024-10-27,3671965317919075.0,3411497730711044.0,thủ đức,64800.0,hiệp bình
"15,9 tỷ","Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh",95.0,5,5,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",95.0,15.9,16.7,2024-10-19,5.0,5.0,quận 7,80628.373015873,
"2,14 tỷ","Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",46.8,3,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",46.8,2.14,4.6,2024-10-27,3.0,3.0,bình thạnh,98800.0,đặng thùy trâm
"5,9 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",62.0,3,2,26/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",62.0,5.9,9.5,2024-10-26,3.0,2.0,bình tân,45781.513083048914,
"23,1 tỷ","Dự án Căn hộ DEFINE, Đường Số 60 - TML, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",220.0,3,3,25/10/2024,Đông - Bắc,Đông - Bắc,Tin thường,Sắp bàn giao,194-287 m²,CapitaLand Development (Việt Nam),"(212.6, 229.733]",220.0,23.1,10.5,2024-10-25,3.0,3.0,quận 2,40950.0,đường số 6
"1,65 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",80.0,332599837000815,32425531914893617,04/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,1.65,2.1,2024-10-04,332599837000815.0,3.2425531914893616e+16,quận 12,27000.0,vườn lài
"20,5 tỷ","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",168.0,1,1,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(161.2, 178.333]",168.0,20.5,12.2,2024-10-23,1.0,1.0,quận 7,68900.0,lý phục man
"5,98 tỷ","Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",50.0,3,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.0,5.98,12.0,2024-10-27,3.0,3.0,gò vấp,133600.0,quang trung
"4,95 tỷ","Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",53.1,6,5,16/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",53.1,4.95,9.3,2024-10-16,6.0,5.0,quận 10,176500.0,thành thái
"3,57 tỷ","Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",50.0,4,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.0,3.57,7.1,2024-10-27,4.0,4.0,quận 1,267213.53383458644,
"3,8 tỷ","Dự án Diamond Island quận 9, Đường Long Thuận, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",68.0,3189538807649044,31226303317535544,24/10/2024,,,Tin thường,Đã bàn giao,Đang cập nhật,Đang cập nhật,"(58.4, 75.533]",68.0,3.8,5.6,2024-10-24,3189538807649044.0,3.1226303317535544e+16,quận 9,59327.65113974232,
"14,5 tỷ","Đường Số 39, Phường Tân Quy, Quận 7, Hồ Chí Minh",110.0,4,4,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",110.0,14.5,13.2,2024-10-23,4.0,4.0,quận 7,80628.373015873,
13 tỷ,"Đường 1, Phường 10, Tân Bình, Hồ Chí Minh",85.0,7,7,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",85.0,13.0,15.3,2024-10-27,7.0,7.0,tân bình,101933.79629629629,
"5,99 tỷ","Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",60.0,5,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,5.99,10.0,2024-10-27,5.0,4.0,gò vấp,101300.0,lê đức thọ
"2,35 tỷ","Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",50.8,4,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",50.8,2.35,4.6,2024-10-27,4.0,4.0,tân bình,96400.0,ni sư huỳnh liên
35 tỷ,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",140.0,39029126213592233,35433333333333334,27/10/2024,,,Tin thường,Đang mở bán,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,"(126.933, 144.067]",140.0,35.0,25.0,2024-10-27,3.902912621359223e+16,3.5433333333333336e+16,thủ đức,64800.0,hiệp bình
35 tỷ,"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",220.0,4,5,27/10/2024,Đông - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(212.6, 229.733]",220.0,35.0,15.9,2024-10-27,4.0,5.0,bình tân,80450.0,tên lửa
43 tỷ,"Đường Số 81, Phường Tân Quy, Quận 7, Hồ Chí Minh",240.0,4,4,23/10/2024,Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(229.733, 246.867]",240.0,43.0,17.9,2024-10-23,4.0,4.0,quận 7,80628.373015873,
"2,98 tỷ","Đường Bàu Bàng, Phường 13, Tân Bình, Hồ Chí Minh",43.0,2,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",43.0,2.98,6.9,2024-10-27,2.0,3.0,tân bình,101300.0,bàu bàng
26 tỷ,"Đường Số 41, Phường Tân Quy, Quận 7, Hồ Chí Minh",200.0,4,4,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(195.467, 212.6]",200.0,26.0,13.0,2024-10-23,4.0,4.0,quận 7,80628.373015873,
"5,3 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",38.0,5,6,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",38.0,5.3,13.9,2024-10-27,5.0,6.0,bình thạnh,166100.0,xô viết nghệ tĩnh
18 tỷ,"Đường Phạm Huy Thông, Phường 6, Gò Vấp, Hồ Chí Minh",79.8,5,5,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",79.8,18.0,22.6,2024-10-26,5.0,5.0,gò vấp,69700.0,phạm huy thông
"2,79 tỷ","Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",54.0,3,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",54.0,2.79,5.2,2024-10-27,3.0,3.0,gò vấp,78000.0,nguyễn văn công
"2,03 tỷ","Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",58.0,2,1,19/10/2024,,,Tin thường,"Đã bàn giao tòa Park 3,4,5",2.446,Tập đoàn Pi Group,"(41.267, 58.4]",58.0,2.03,3.5,2024-10-19,2.0,1.0,quận 12,24800.0,thạnh xuân 13
"5,45 tỷ","King Crown Infinity, số 218, Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",56.88,1,1,23/10/2024,Bắc,Bắc,Tin thường,Sắp mở bán đợt 3. Ngày 23/9 đã kick off,49 - 92 m²,Công ty Cổ phần Đầu tư Thương mại Dịch vụ Gia Khang,"(41.267, 58.4]",56.88,5.45,9.6,2024-10-23,1.0,1.0,thủ đức,161200.0,võ văn ngân
"2,65 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",75.0,4,4,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",75.0,2.65,3.5,2024-10-27,4.0,4.0,bình tân,45500.0,lê đình cẩn
"1,8 tỷ","Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",46.7,1,1,22/10/2024,,,Tin thường,Đã bàn giao,29-81 m²,Tập đoàn Vingroup,"(41.267, 58.4]",46.7,1.8,3.9,2024-10-22,1.0,1.0,quận 9,59327.65113974232,
"6,5 tỷ","Đường Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",123.0,3909282700421941,35436241610738257,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(109.8, 126.933]",123.0,6.5,5.3,2024-10-26,3909282700421941.0,3.5436241610738256e+16,quận 12,35800.0,bùi văn ngữ
10 tỷ,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",36.0,3,3,24/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",36.0,10.0,27.8,2024-10-24,3.0,3.0,quận 8,145800.0,âu dương lân
18 tỷ,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",85.0,332599837000815,32425531914893617,14/10/2024,,,Tin thường,Đang mở bán,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,"(75.533, 92.667]",85.0,18.0,21.2,2024-10-14,332599837000815.0,3.2425531914893616e+16,thủ đức,64800.0,hiệp bình
"8,2 tỷ","Dự án Diamond Alnata, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",179.0,3,2,18/10/2024,Đông - Bắc,Đông - Bắc,Tin thường,Đã bàn giao,85.5-245 m²,Công ty Cổ phần Gamuda Land Việt Nam,"(178.333, 195.467]",179.0,8.2,4.6,2024-10-18,3.0,2.0,tân phú,72900.0,sơn kỳ
"5,8 tỷ","Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",73.0,3,2,27/10/2024,Đông - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",73.0,5.8,7.9,2024-10-27,3.0,2.0,gò vấp,82600.0,phạm văn chiêu
"10,3 tỷ","Riverpark Premier, Nguyễn Đức Cảnh, Tân Phong, Quận 7, Hồ Chí Minh",137.0,39029126213592233,35433333333333334,24/10/2024,Đông - Bắc,Tây - Nam,Tin thường,Đang cập nhật tiến độ,Đang cập nhật,Đang cập nhật,"(126.933, 144.067]",137.0,10.3,7.5,2024-10-24,3.902912621359223e+16,3.5433333333333336e+16,quận 7,80628.373015873,
"5,6 tỷ","Đường Vũ Huy Tấn, Phường 3, Bình Thạnh, Hồ Chí Minh",23.0,3,4,20/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",23.0,5.6,24.3,2024-10-20,3.0,4.0,bình thạnh,89900.0,vũ huy tấn
7 tỷ,"Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",100.0,3671965317919075,3411497730711044,25/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",100.0,7.0,7.0,2024-10-25,3671965317919075.0,3411497730711044.0,quận 9,123900.0,lê văn việt
"5,35 tỷ","Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",87.0,3,2,23/10/2024,,,Tin thường,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1",44-95 m²,Công ty CP Đầu tư và Xây dựng Xuân Mai,"(75.533, 92.667]",87.0,5.35,6.1,2024-10-23,3.0,2.0,quận 7,129600.0,đường n
"7,1 tỷ","Đường Đỗ Thúc Tịnh, Phường 12, Gò Vấp, Hồ Chí Minh",83.0,4,2,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",83.0,7.1,8.6,2024-10-27,4.0,2.0,gò vấp,58300.0,đỗ thúc tịnh
"2,32 tỷ","Đường Nguyễn Thị Tú, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,3,3,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,2.32,3.9,2024-10-26,3.0,3.0,bình tân,74000.0,nguyễn thị tú
"4,95 tỷ","15/30, Đường Võ Duy Ninh, Phường 22, Bình Thạnh, Hồ Chí Minh",36.0,2,2,14/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",36.0,4.95,13.8,2024-10-14,2.0,2.0,bình thạnh,82600.0,võ duy ninh
"7,99 tỷ","Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",48.0,4,5,27/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",48.0,7.99,16.6,2024-10-27,4.0,5.0,gò vấp,82600.0,phan huy ích
"8,1 tỷ","Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",96.0,3671965317919075,3411497730711044,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(92.667, 109.8]",96.0,8.1,8.4,2024-10-26,3671965317919075.0,3411497730711044.0,bình thạnh,145000.0,lê quang định
"4,5 tỷ","Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh.",25.0,2,2,13/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",25.0,4.5,18.0,2024-10-13,2.0,2.0,phú nhuận,144600.0,nguyễn công hoan
14 tỷ,"Đường Hoàng Diệu, Phường 10, Phú Nhuận, Hồ Chí Minh",62.0,5,31226303317535544,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",62.0,14.0,22.6,2024-10-27,5.0,3.1226303317535544e+16,phú nhuận,112200.0,hoàng diệu
25 tỷ,"Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",37.0,26624775583482942,2618320610687023,18/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",37.0,25.0,67.6,2024-10-18,2.6624775583482944e+16,2618320610687023.0,bình thạnh,179800.0,điện biên phủ
"3,2 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",27.6,2,2,21/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",27.6,3.2,11.6,2024-10-21,2.0,2.0,quận 8,83983.33333333333,tạ quang bửu
"7,7 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",64.6,3189538807649044,31226303317535544,25/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",64.6,7.7,11.9,2024-10-25,3189538807649044.0,3.1226303317535544e+16,quận 11,133650.0,lạc long quân
"4,5 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",56.0,3,2,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",56.0,4.5,8.0,2024-10-22,3.0,2.0,bình tân,77100.0,tân kỳ tân quý
"2,68 tỷ","Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",54.0,30106870229007634,2921553090332805,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",54.0,2.68,5.0,2024-10-27,3.010687022900763e+16,2921553090332805.0,quận 10,118700.0,hòa hảo
"3,99 tỷ","Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",30.0,3,3,27/10/2024,Tây - Bắc,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",30.0,3.99,13.3,2024-10-27,3.0,3.0,gò vấp,82600.0,phạm văn chiêu
"6,3 tỷ","Hẻm 377, Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",41.0,2,2,22/10/2024,Đông - Nam,Đông - Nam,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",41.0,6.3,15.4,2024-10-22,2.0,2.0,quận 1,267213.53383458644,
"4,15 tỷ","Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",51.0,2,2,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",51.0,4.15,8.1,2024-10-22,2.0,2.0,bình tân,45400.0,hồ văn long
"2,55 tỷ","Xã An Phú Tây, Bình Chánh, Hồ Chí Minh",52.0,3,2,23/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",52.0,2.55,4.9,2024-10-23,3.0,2.0,bình chánh,25803.571428571428,
"3,7 tỷ","Đường Bình Tiên, Phường 8, Quận 6, Hồ Chí Minh",34.0,26624775583482942,2618320610687023,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",34.0,3.7,10.9,2024-10-22,2.6624775583482944e+16,2618320610687023.0,quận 6,97200.0,bình tiên
"4,1 tỷ","Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",70.0,3189538807649044,31226303317535544,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",70.0,4.1,5.9,2024-10-26,3189538807649044.0,3.1226303317535544e+16,quận 9,55100.0,tăng nhơn phú 
"12,8 tỷ","Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",52.0,4,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",52.0,12.8,24.6,2024-10-27,4.0,3.0,bình thạnh,105035.10638297872,
"3,48 tỷ","Đường Hưng Phú, Phường 8, Quận 8, Hồ Chí Minh",69.0,3,3,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",69.0,3.48,5.0,2024-10-27,3.0,3.0,quận 8,81000.0,hưng phú
"3,95 tỷ","Đường Bình Hưng Hòa, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",48.0,3,2,25/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",48.0,3.95,8.2,2024-10-25,3.0,2.0,bình tân,45781.513083048914,
"4,3 tỷ","Đường Số 12, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,2,2618320610687023,19/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(24.133, 41.267]",40.0,4.3,10.8,2024-10-19,2.0,2618320610687023.0,bình tân,40900.0,"đường số 12, phường bình hưng hòa"
711 triệu,"Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",27.0,1,1,27/10/2024,Đông - Bắc,Đông - Nam,Tin thường,4/2023: Cất nóc,36-58 m²,Đang cập nhật,"(24.133, 41.267]",27.0,0.711,2.6,2024-10-27,1.0,1.0,quận 2,61450.0,võ chí công
135 triệu/m²,"The Global City, An Phú, Quận 2, Hồ Chí Minh",95.0,3,2,26/10/2024,Đông - Nam,,Tin thường,Q1/2024: Sắp bán khu căn hộ,Masterise Homes,Masterise Homes,"(92.667, 109.8]",95.0,12.825000000000001,13.5,2024-10-26,3.0,2.0,quận 2,59327.65113974232,
"39,9 tỷ","Đường Bến Vân Đồn, Phường 4, Quận 4, Hồ Chí Minh",7.5,21914893617021276,2311111111111111,27/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(6.743, 24.133]",7.5,39.9,532.0,2024-10-27,2.1914893617021276e+16,2311111111111111.0,quận 4,164700.0,bến vân đồn
"13,5 tỷ","Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, Hồ Chí Minh",48.0,6,7,26/10/2024,Đông - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",48.0,13.5,28.1,2024-10-26,6.0,7.0,quận 1,88600.0,trương hán siêu
"4,35 tỷ","Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",55.0,4,3,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(41.267, 58.4]",55.0,4.35,7.9,2024-10-22,4.0,3.0,tân phú,94000.0,tây thạnh
"8,3 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",60.0,3,5,26/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",60.0,8.3,13.8,2024-10-26,3.0,5.0,quận 7,145800.0,nguyễn thị thập
3 tỷ,"Moonlight Residences, Đặng Văn Bi, Bình Thọ, Thủ Đức, Hồ Chí Minh",68.0,2,2,26/10/2024,,,Tin thường,Đã bàn giao,534,Công ty CP Tập đoàn Hưng Thịnh,"(58.4, 75.533]",68.0,3.0,4.4,2024-10-26,2.0,2.0,thủ đức,64800.0,đặng văn bi
6 tỷ,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh.",65.0,4,4,22/10/2024,,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(58.4, 75.533]",65.0,6.0,9.2,2024-10-22,4.0,4.0,tân bình,101933.79629629629,
"9,8 tỷ","Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",80.0,4,5,27/10/2024,Đông - Nam,,Tin thường,Đã bàn giao,,cá nhân/môi giới,"(75.533, 92.667]",80.0,9.8,12.3,2024-10-27,4.0,5.0,gò vấp,133600.0,quang trung
